Buy Threshold,Sell Threshold,2023-06-08,2023-06-09,2023-06-12,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,Sum
0.185,-0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5
0.185,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5
0.185,-0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5
0.185,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5
0.185,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5
0.185,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5
0.185,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.185,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.185,-0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.46
0.18,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.46
0.18,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.46
0.18,-0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.46
0.18,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.18
0.18,-0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.18
0.18,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1
0.18,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1
0.18,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1
0.18,-0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1
0.18,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1
0.18,-0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.18
0.18,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.18
0.18,-0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.55,0.0,0.0,0.0,0.68
0.18,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.13,0.0,0.0,0.0,3.98
0.18,-0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.13,0.0,0.0,0.0,3.98
0.18,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.13,0.0,0.0,0.0,3.98
0.18,-0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,-0.27,0.0,0.0,0.0,3.58
0.18,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,-0.27,0.0,0.0,0.0,1.29
0.18,-0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,-0.27,0.0,0.0,0.0,1.29
0.18,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,-0.27,0.0,0.0,0.0,1.29
0.18,-0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,0.45
0.18,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,0.45
0.18,-0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,0.45
0.18,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,0.45
0.18,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,0.45
0.18,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,0.45
0.18,-0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,0.45
0.18,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,0.45
0.18,-0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.72
0.18,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.72
0.18,-0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.72
0.18,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.72
0.18,-0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.72
0.18,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.18,-0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.18,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.18,-0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.18,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.18,-0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.18,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.18,-0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.18,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.18,-0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.18,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.18,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.18,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.18,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,-0.67
0.18,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,-0.67
0.18,-0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,-0.67
0.175,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.51
0.175,-0.005,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.51
0.175,-0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.51
0.175,-0.015,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.51
0.175,-0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.23
0.175,-0.025,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.23
0.175,-0.03,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.15
0.175,-0.035,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.15
0.175,-0.04,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.15
0.175,-0.045,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.15
0.175,-0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.15
0.175,-0.055,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.23
0.175,-0.06,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.23
0.175,-0.065,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.55,0.0,0.0,0.0,0.73
0.175,-0.07,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.13,0.0,0.0,0.0,5.62
0.175,-0.075,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.13,0.0,0.0,0.0,5.62
0.175,-0.08,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.13,0.0,0.0,0.0,5.62
0.175,-0.085,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,-0.27,0.0,0.0,0.0,5.22
0.175,-0.09,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,-0.27,0.0,0.0,0.0,2.93
0.175,-0.095,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,-0.27,0.0,0.0,0.0,2.93
0.175,-0.1,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,-0.27,0.0,0.0,0.0,2.93
0.175,-0.105,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.175,-0.11,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.175,-0.115,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.175,-0.12,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.175,-0.125,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.175,-0.13,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.175,-0.135,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.175,-0.14,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.175,-0.145,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.175,-0.15,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.175,-0.155,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.175,-0.16,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.175,-0.165,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.175,-0.17,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.05
0.175,-0.175,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.05
0.175,-0.18,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.05
0.175,-0.185,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.05
0.175,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.175,-0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.175,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.175,-0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.175,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.175,-0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.175,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.175,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.175,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.175,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,-0.67
0.175,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,-0.67
0.175,-0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,-0.67
0.17,0.0,0.0,0.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.41
0.17,-0.005,0.0,0.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.41
0.17,-0.01,0.0,0.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.41
0.17,-0.015,0.0,0.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.41
0.17,-0.02,0.0,0.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.13
0.17,-0.025,0.0,0.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.13
0.17,-0.03,0.0,0.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05
0.17,-0.035,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.16
0.17,-0.04,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.16
0.17,-0.045,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.16
0.17,-0.05,0.0,0.05,0.0,-0.25,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,-0.1
0.17,-0.055,0.0,0.05,0.0,-0.25,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,-0.02
0.17,-0.06,0.0,0.05,0.0,-0.25,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,-0.02
0.17,-0.065,0.0,0.05,0.0,-0.25,0.0,0.0,0.0,0.0,0.13,0.0,0.55,0.0,0.0,0.0,0.48
0.17,-0.07,0.0,1.64,0.0,-0.25,0.0,0.0,0.0,0.0,3.85,0.0,0.13,0.0,0.0,0.0,5.37
0.17,-0.075,0.0,1.64,0.0,-0.25,0.0,0.0,0.0,0.0,3.85,0.0,0.13,0.0,0.0,0.0,5.37
0.17,-0.08,0.0,1.64,0.0,-0.25,0.0,0.0,0.0,0.0,3.85,0.0,0.13,0.0,0.0,0.0,5.37
0.17,-0.085,0.0,1.64,0.0,-0.25,0.0,0.0,0.0,0.0,3.85,0.0,-0.27,0.0,0.0,0.0,4.97
0.17,-0.09,0.0,1.64,0.0,-0.25,0.0,0.0,0.0,0.0,1.56,0.0,-0.27,0.0,0.0,0.0,2.68
0.17,-0.095,0.0,1.64,0.0,-1.09,0.0,0.0,0.0,0.0,1.56,0.0,-0.27,0.0,0.0,0.0,1.84
0.17,-0.1,0.0,1.64,0.0,-1.09,0.0,0.0,0.0,0.0,1.56,0.0,-0.27,0.0,0.0,0.0,1.84
0.17,-0.105,0.0,1.64,0.0,-1.09,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,1.0
0.17,-0.11,0.0,1.64,0.0,-1.09,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,1.0
0.17,-0.115,0.0,1.64,0.0,-1.09,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,1.0
0.17,-0.12,0.0,1.64,0.0,-1.09,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,1.0
0.17,-0.125,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.17,-0.13,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.17,-0.135,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.17,-0.14,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.17,-0.145,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.17,-0.15,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.17,-0.155,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.17,-0.16,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.17,-0.165,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.17,-0.17,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.05
0.17,-0.175,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.05
0.17,-0.18,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.05
0.17,-0.185,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.05
0.17,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.17,-0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.17,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.17,-0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.17,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.17,-0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.17,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.17,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.17,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.17,-0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,-0.67
0.17,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,-0.67
0.17,-0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,-0.67
0.165,0.0,0.0,0.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.41
0.165,-0.005,0.0,0.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.41
0.165,-0.01,0.0,0.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.41
0.165,-0.015,0.0,0.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.36,0.0,0.1,0.0,0.0,0.0,0.41
0.165,-0.02,0.0,0.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.13
0.165,-0.025,0.0,0.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.13
0.165,-0.03,0.0,0.05,0.0,-0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05
0.165,-0.035,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.16
0.165,-0.04,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.16
0.165,-0.045,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.16
0.165,-0.05,0.0,0.05,0.0,-0.25,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,-0.1
0.165,-0.055,0.0,0.05,0.0,-0.25,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,-0.02
0.165,-0.06,0.0,0.05,0.0,-0.25,0.0,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,-0.02
0.165,-0.065,0.0,0.05,0.0,-0.25,0.0,0.0,0.0,0.0,0.13,0.0,0.55,0.0,0.0,0.0,0.48
0.165,-0.07,0.0,1.64,0.0,-0.25,0.0,0.0,0.0,0.0,3.85,0.0,0.13,0.0,0.0,0.0,5.37
0.165,-0.075,0.0,1.64,0.0,-0.25,0.0,0.0,0.0,0.0,3.85,0.0,0.13,0.0,0.0,0.0,5.37
0.165,-0.08,0.0,1.64,0.0,-0.25,0.0,0.0,0.0,0.0,3.85,0.0,0.13,0.0,0.0,0.0,5.37
0.165,-0.085,0.0,1.64,0.0,-0.25,0.0,0.0,0.0,0.0,3.85,0.0,-0.27,0.0,0.0,0.0,4.97
0.165,-0.09,0.0,1.64,0.0,-0.25,0.0,0.0,0.0,0.0,1.56,0.0,-0.27,0.0,0.0,0.0,2.68
0.165,-0.095,0.0,1.64,0.0,-1.09,0.0,0.0,0.0,0.0,1.56,0.0,-0.27,0.0,0.0,0.0,1.84
0.165,-0.1,0.0,1.64,0.0,-1.09,0.0,0.0,0.0,0.0,1.56,0.0,-0.27,0.0,0.0,0.0,1.84
0.165,-0.105,0.0,1.64,0.0,-1.09,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,1.0
0.165,-0.11,0.0,1.64,0.0,-1.09,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,1.0
0.165,-0.115,0.0,1.64,0.0,-1.09,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,1.0
0.165,-0.12,0.0,1.64,0.0,-1.09,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,1.0
0.165,-0.125,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.165,-0.13,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.165,-0.135,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.165,-0.14,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,-0.27,0.0,0.0,0.0,2.09
0.165,-0.145,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.165,-0.15,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.165,-0.155,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.165,-0.16,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.165,-0.165,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,2.36
0.165,-0.17,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.05
0.165,-0.175,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.05
0.165,-0.18,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.05
0.165,-0.185,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.05
0.165,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
0.165,-0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41
